06079782	2A	前漢書	（漢）范蔚宗	四庫全書薈要,史部,正史類,漢	06079782,06079783,06079784,06079785,06079786,06079787,06079788,06079789,06079790,06079791,06079792,06079793,06079794,06079795,06079796,06079797,06079798,06079799,06079800,06079801,06079802,06079803,06079804,06079805,06079806,06079807,06079808,06079809,06079810,06079811,06079812,06079813,06079814,06079815,06079816,06079817,06079818,06079819,06079820
06064805	1C	毛詩集解	（宋）段昌武	四庫全書,經部,詩類,宋	06064805,06064806,06064807,06064808,06064809,06064810,06064811,06064812,06064813,06064814,06064815
06076579	4B	遵巖集	（明）王慎中	四庫全書薈要,集部,別集類,明	06076579,06076580,06076581,06076582,06076583,06076584,06076585,06076586,06076587,06076588,06076589,06076590,06076591,06076592
06041091	4B	說學齋稿	（明）危素	四庫全書,集部,別集類,明	06041091,06041092,06041093
06064801	1C	童子間	（宋）輔廣	四庫全書,經部,詩類,宋	06064801,06064802,06064803,06064804
06041095	4B	白雲集	（明）唐桂芳	四庫全書,集部,別集類,明	06041095,06041096,06041097
06067737	3H	廣川畫跋	（宋）董逌	四庫全書,子部,藝術類,宋	06067737,06067738
06067734	3H	廣川書跋	（宋）董逌	四庫全書,子部,藝術類,宋	06067734,06067735,06067736
06049620	2N	寶刻叢編	（宋）陳思	四庫全書,史部,目錄類,宋	06049620,06049621,06049622,06049623,06049624,06049625,06049626,06049627,06049628
06079308	1F	御定孝經衍義	（清）世祖章皇帝特詔儒臣	四庫全書薈要,經部,孝經類,清	06079308,06079309,06079310,06079311,06079312,06079313,06079314,06079315,06079316,06079317,06079318,06079319,06079320,06079321,06079322,06079323,06079324,06079325,06079326,06079327,06079328,06079329,06079330,06079331,06079332,06079333,06079334,06079335,06079336,06079337,06079338,06079339,06079340,06079341
06079357	1H	四書集注章句	（宋）朱熹	四庫全書薈要,經部,四書類,宋	06079357,06079358,06079359,06079360,06079361
06047958	4B	天馬山房遺稿	（明）朱淛	四庫全書,集部,別集類,明	06047958,06047959,06047960
06079352	XX	論語集說	（宋）蔡節	四庫全書薈要,經部,論語類,宋	06079352,06079353,06079354,06079355,06079356
06040672	4B	山房集	（宋）周南	四庫全書,集部,別集類,宋	06040672,06040673,06040674
06047954	4B	泰泉集	（明）黄佐	四庫全書,集部,別集類,明	06047954,06047955,06047956
06040676	4B	橘山四六	（宋）李廷忠	四庫全書,集部,別集類,宋,明	06040676,06040677,06040678,06040679,06040680,06040681,06040682,06040683
06066464	1C	六家詩名物疏	（明）馮復京	四庫全書,經部,詩類,明	06066464,06066465,06066466,06066467,06066468,06066469,06066470,06066471,06066472,06066473,06066474,06066475,06066476,06066477,06066478,06066479
06049059	4B	元氏長慶集	（唐）元稹	四庫全書,集部,別集類,唐	06049059,06049060,06049061,06049062,06049063,06049064,06049065,06049066
06042831	2K	欽定盤山志	（清）蔣溥	四庫全書,史部,地理類,清	06042831,06042832,06042833,06042834,06042835,06042836,06042837,06042838
06066141	2B	欽定四庫全書總目	（清）永瑢,（清）纪昀	四庫全書,史部,編年類,清	06066141
06066462	1C	詩故	（明）朱謀wei	四庫全書,經部,詩類,明	06066462,06066463
06041176	4B	毅齊集	（明）王洪	四庫全書,集部,別集類,明	06041176,06041177,06041178
06042839	2K	西湖志纂	（清）梁詩正	四庫全書,史部,地理類,清	06042839,06042840,06042841,06042842,06042843,06042844
06043021	4B	考功集	（明）薛葸	四庫全書,集部,別集類,明	06043021,06043022,06043023,06043024,06043025
